q1_country_satis,q2a_fav_us,q2c_fav_china,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Dissatisfied,Very favorable,Somewhat favorable,US,0.8625773705062054,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,0.7573850082493511,5.0,2.0,3.0,
Satisfied,Very favorable,Very favorable,US,1.22023140217951,2.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,US,0.5154425750585861,5.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,US,1.020365913891487,5.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Don’t know,US,1.10451980369697,5.0,3.0,,
Satisfied,Very favorable,Somewhat favorable,US,0.5890772286383842,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.4733656301558445,2.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,US,0.4838848663815298,2.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,1.5884046700785002,5.0,3.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.4523271577044735,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.683750354669553,2.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Don’t know,US,0.462846393930159,5.0,2.0,,
Dissatisfied,Somewhat unfavorable,Refused,US,1.1255582761483411,5.0,3.0,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,0.5785579924126988,5.0,3.0,2.0,
Don’t know,Don’t know,Somewhat favorable,US,2.0828087726857154,,,2.0,
Dissatisfied,Very unfavorable,Don’t know,US,0.6416734097668113,5.0,4.0,,
Satisfied,Very favorable,Somewhat unfavorable,US,0.5154425750585861,2.0,1.0,3.0,
Don’t know,Don’t know,Don’t know,US,0.4838848663815298,,,,
Satisfied,Very favorable,Somewhat favorable,US,0.4523271577044735,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.8310196618291491,2.0,1.0,2.0,
Satisfied,Very favorable,Very unfavorable,US,0.5364810475099571,2.0,1.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.0308851501171723,5.0,2.0,2.0,
Satisfied,Very favorable,Very unfavorable,US,0.610115701089755,2.0,1.0,4.0,
Dissatisfied,Very favorable,Very favorable,US,0.6627118822181821,5.0,1.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,0.5995964648640696,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.4838848663815298,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.4523271577044735,5.0,1.0,3.0,
Satisfied,Very favorable,Somewhat favorable,US,1.8619048119463213,2.0,1.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,US,0.5785579924126988,5.0,4.0,1.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.462846393930159,5.0,1.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,US,1.4726930715959603,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,US,0.9572504965373744,5.0,3.0,3.0,
Satisfied,Very favorable,Somewhat favorable,US,0.6311541735411259,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Don’t know,US,2.261635788522368,2.0,2.0,,
Satisfied,Very favorable,Somewhat unfavorable,US,2.261635788522368,2.0,1.0,3.0,
Satisfied,Very favorable,Somewhat favorable,US,0.6732311184438676,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,1.5042507802730167,2.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.8099811893777783,5.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,US,1.0940005674712847,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,0.4944041026072153,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.683750354669553,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,2.124885717588457,5.0,4.0,2.0,
Don’t know,Very favorable,Somewhat favorable,US,1.10451980369697,,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.0624428587942285,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,0.8625773705062054,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.0414043863428577,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.8724240481720071,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.5259618112842716,5.0,2.0,2.0,
Dissatisfied,Very favorable,Very favorable,US,1.2412698746308808,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.7258272995722947,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.5680387561870133,5.0,2.0,2.0,
Dissatisfied,Very favorable,Don’t know,US,2.103847245137086,5.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.1781544572767684,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,1.4516545991445895,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,2.261635788522368,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.6416734097668113,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.5154425750585861,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.0414043863428577,5.0,2.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,2.261635788522368,2.0,1.0,2.0,
Dissatisfied,Very favorable,Very favorable,US,0.6206349373154404,5.0,1.0,1.0,
Don’t know,Very favorable,Somewhat favorable,US,0.4944041026072153,,1.0,2.0,
Satisfied,Very favorable,Very favorable,US,2.2195588436196263,2.0,1.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,0.6627118822181821,5.0,4.0,2.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,1.420096890467533,5.0,4.0,4.0,
Satisfied,Very favorable,Somewhat favorable,US,0.5680387561870133,2.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,US,0.925692787860318,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.4944041026072153,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.6942695908952385,5.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.4523271577044735,2.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,0.7679042444750365,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Very unfavorable,US,0.7363465357979803,5.0,2.0,4.0,
Satisfied,Don’t know,Don’t know,US,0.6416734097668113,2.0,,,
Dissatisfied,Very favorable,Very favorable,US,2.261635788522368,5.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,US,0.462846393930159,2.0,1.0,1.0,
Satisfied,Very favorable,Refused,US,0.8099811893777783,2.0,1.0,,
Satisfied,Very favorable,Somewhat unfavorable,US,0.4523271577044735,2.0,1.0,3.0,
Dissatisfied,Very favorable,Very favorable,US,1.388539181790477,5.0,1.0,1.0,
Dissatisfied,Very favorable,Don’t know,US,0.462846393930159,5.0,1.0,,
Don’t know,Somewhat favorable,Don’t know,US,1.409577654241848,,2.0,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,1.535808488950073,5.0,3.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,1.514770016498702,2.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.6206349373154404,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.6942695908952385,5.0,1.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,0.4838848663815298,5.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,0.6942695908952385,5.0,3.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.7994619531520928,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.4523271577044735,5.0,1.0,3.0,
Dissatisfied,Don’t know,Don’t know,US,0.6416734097668113,5.0,,,
Dissatisfied,Somewhat favorable,Don’t know,US,1.2097121659538246,5.0,2.0,,
Satisfied,Very favorable,Don’t know,US,0.5785579924126988,2.0,1.0,,
Dissatisfied,Very favorable,Don’t know,US,0.683750354669553,5.0,1.0,,
Dissatisfied,Very favorable,Don’t know,US,0.4523271577044735,5.0,1.0,,
Satisfied,Very favorable,Don’t know,US,0.462846393930159,2.0,1.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,US,1.1255582761483411,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Don’t know,US,2.261635788522368,5.0,2.0,,
Satisfied,Very favorable,Somewhat unfavorable,US,0.4838848663815298,2.0,1.0,3.0,
Satisfied,Very favorable,Don’t know,US,0.5154425750585861,2.0,1.0,,
Dissatisfied,Very favorable,Very unfavorable,US,1.514770016498702,5.0,1.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.3780199455647917,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Don’t know,US,0.6627118822181821,2.0,3.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.7573850082493511,5.0,1.0,3.0,
Dissatisfied,Very favorable,Don’t know,US,1.4306161266932187,5.0,1.0,,
Satisfied,Very favorable,Somewhat unfavorable,US,0.8205004256034636,2.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.4733656301558445,5.0,1.0,2.0,
Don’t know,Refused,Very unfavorable,US,1.0308851501171723,,,4.0,
Dissatisfied,Don’t know,Don’t know,US,0.7784234807007219,5.0,,,
Dissatisfied,Very favorable,Somewhat favorable,US,1.1360775123740263,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,0.4733656301558445,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Very favorable,US,0.6942695908952385,5.0,3.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,0.462846393930159,5.0,4.0,2.0,
Dissatisfied,Very favorable,Very favorable,US,1.893462520623378,5.0,1.0,1.0,
Satisfied,Very favorable,Very favorable,US,1.2833468195336226,2.0,1.0,1.0,
Dissatisfied,Very favorable,Very favorable,US,0.5890772286383842,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.5575195199613279,5.0,1.0,3.0,
Satisfied,Very favorable,Somewhat favorable,US,1.9776164104288607,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.4523271577044735,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.6416734097668113,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very unfavorable,US,1.3149045282106788,2.0,2.0,4.0,
Dissatisfied,Somewhat favorable,Don’t know,US,1.3043852919849934,5.0,2.0,,
Dissatisfied,Very favorable,Somewhat favorable,US,0.9572504965373744,5.0,1.0,2.0,
Dissatisfied,Don’t know,Don’t know,US,0.462846393930159,5.0,,,
Satisfied,Somewhat unfavorable,Somewhat favorable,US,2.261635788522368,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,0.5049233388329006,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.8941350791832617,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,US,0.462846393930159,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very unfavorable,US,1.6199623787555566,2.0,2.0,4.0,
Dissatisfied,Very favorable,Very unfavorable,US,2.261635788522368,5.0,1.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,0.4523271577044735,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,1.072962095019914,5.0,1.0,3.0,
Satisfied,Very favorable,Somewhat favorable,US,0.9572504965373744,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very unfavorable,US,0.8310196618291491,2.0,2.0,4.0,
Satisfied,Very favorable,Somewhat favorable,US,0.8310196618291491,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.462846393930159,5.0,2.0,2.0,
Dissatisfied,Refused,Don’t know,US,0.4523271577044735,5.0,,,
Satisfied,Very favorable,Somewhat unfavorable,US,0.4523271577044735,2.0,1.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,0.999327441440116,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,US,0.9046543154089473,5.0,4.0,3.0,
Dissatisfied,Somewhat favorable,Very favorable,US,0.9151735516346324,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very unfavorable,US,0.8099811893777783,2.0,2.0,4.0,
Satisfied,Very favorable,Somewhat favorable,US,0.5995964648640696,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.5890772286383842,2.0,1.0,2.0,
Don’t know,Very favorable,Don’t know,US,0.6627118822181821,,1.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.4523271577044735,5.0,1.0,3.0,
Satisfied,Very favorable,Somewhat unfavorable,US,1.493731544047331,2.0,1.0,3.0,
Dissatisfied,Very favorable,Don’t know,US,0.7153080633466093,5.0,1.0,,
Dissatisfied,Very favorable,Somewhat favorable,US,1.4306161266932187,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.85205813428052,5.0,1.0,2.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,0.7047888271209239,5.0,4.0,4.0,
Don’t know,Don’t know,Don’t know,US,0.8310196618291491,,,,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,2.093328008911401,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very unfavorable,US,0.6416734097668113,5.0,3.0,4.0,
Satisfied,Somewhat favorable,Somewhat favorable,US,2.135404953814143,2.0,2.0,2.0,
Don’t know,Somewhat favorable,Somewhat favorable,US,1.3464622368877353,,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.5995964648640696,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,0.5995964648640696,5.0,4.0,4.0,
Dissatisfied,Somewhat favorable,Very favorable,US,0.925692787860318,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.5995964648640696,5.0,2.0,2.0,
Don’t know,Somewhat favorable,Very favorable,US,0.610115701089755,,2.0,1.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,0.4523271577044735,5.0,4.0,4.0,
Satisfied,Very unfavorable,Very unfavorable,US,1.6410008512069272,2.0,4.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.4944041026072153,5.0,2.0,2.0,
Dissatisfied,Very favorable,Don’t know,US,0.7047888271209239,5.0,1.0,,
Dissatisfied,Very favorable,Somewhat favorable,US,0.6206349373154404,5.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.462846393930159,2.0,1.0,3.0,
Satisfied,Very favorable,Very favorable,US,1.630481614981242,2.0,1.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,0.683750354669553,5.0,4.0,2.0,
Dissatisfied,Refused,Very favorable,US,1.7987893945922089,5.0,,1.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.4523271577044735,5.0,1.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,US,0.7258272995722947,5.0,3.0,3.0,
Satisfied,Very favorable,Somewhat favorable,US,0.8415388980548345,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.5890772286383842,2.0,1.0,2.0,
Satisfied,Very favorable,Very unfavorable,US,2.261635788522368,2.0,1.0,4.0,
Satisfied,Very favorable,Don’t know,US,0.85205813428052,2.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,0.6732311184438676,5.0,2.0,3.0,
Refused,Very favorable,Somewhat unfavorable,US,1.70411626856104,,1.0,3.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,0.6416734097668113,5.0,4.0,4.0,
Satisfied,Very favorable,Somewhat favorable,US,0.610115701089755,2.0,1.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,0.683750354669553,5.0,4.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.85205813428052,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.7258272995722947,5.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat unfavorable,US,1.746193213463782,5.0,1.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,0.7153080633466093,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Don’t know,US,0.683750354669553,5.0,3.0,,
Satisfied,Very favorable,Somewhat unfavorable,US,0.4944041026072153,2.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,2.261635788522368,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.8408663394949507,5.0,2.0,2.0,
Don’t know,Don’t know,Somewhat favorable,US,1.1571159848253976,,,2.0,
Dissatisfied,Very favorable,Don’t know,US,1.0624428587942285,5.0,1.0,,
Dissatisfied,Somewhat favorable,Don’t know,US,1.514770016498702,5.0,2.0,,
Dissatisfied,Very favorable,Somewhat favorable,US,0.462846393930159,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.5364810475099571,5.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.946731260311689,2.0,1.0,2.0,
Don’t know,Very favorable,Somewhat favorable,US,0.6942695908952385,,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,0.7153080633466093,2.0,1.0,2.0,
Don’t know,Very favorable,Somewhat unfavorable,US,0.7153080633466093,,1.0,3.0,
Dissatisfied,Very favorable,Very favorable,US,0.6627118822181821,5.0,1.0,1.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.5680387561870133,2.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,US,1.5568469614014435,5.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,US,1.388539181790477,2.0,1.0,1.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,0.7994619531520928,5.0,4.0,4.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,0.9888082052144306,5.0,4.0,4.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,US,2.261635788522368,5.0,4.0,3.0,
Satisfied,Very favorable,Very favorable,US,0.462846393930159,2.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.6416734097668113,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,US,1.3149045282106788,5.0,2.0,,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,US,0.7573850082493511,5.0,3.0,3.0,
Satisfied,Very favorable,Very unfavorable,US,0.5890772286383842,2.0,1.0,4.0,
Dissatisfied,Don’t know,Don’t know,US,1.6094431425298712,5.0,,,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,1.072962095019914,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,US,2.0091741191059174,5.0,1.0,2.0,
Satisfied,Very favorable,Don’t know,US,1.2728275833079372,2.0,1.0,,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,US,1.6620393236582982,5.0,3.0,3.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,US,0.5259618112842716,5.0,4.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.6732311184438676,5.0,2.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.7679042444750365,2.0,1.0,3.0,
Dissatisfied,Don’t know,Very unfavorable,US,0.7258272995722947,5.0,,4.0,
Dissatisfied,Very unfavorable,Very unfavorable,US,1.051923622568543,5.0,4.0,4.0,
Satisfied,Very favorable,Very unfavorable,US,0.5890772286383842,2.0,1.0,4.0,
Satisfied,Very favorable,Somewhat favorable,US,0.9888082052144306,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,1.5884046700785002,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,1.1781544572767684,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,US,1.441135362918904,5.0,2.0,,
Dissatisfied,Somewhat unfavorable,Very unfavorable,US,0.9572504965373744,5.0,3.0,4.0,
Dissatisfied,Very favorable,Don’t know,US,1.3990584180161625,5.0,1.0,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,2.0512510640086594,5.0,3.0,2.0,
Dissatisfied,Refused,Very favorable,US,0.4523271577044735,5.0,,1.0,
Satisfied,Very favorable,Very unfavorable,US,0.9782889689887452,2.0,1.0,4.0,
Dissatisfied,Very unfavorable,Somewhat favorable,US,1.020365913891487,5.0,4.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.7047888271209239,5.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,1.8724240481720071,2.0,1.0,3.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.5364810475099571,2.0,1.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,US,1.051923622568543,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.7468657720236657,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,2.261635788522368,5.0,2.0,2.0,
Satisfied,Very favorable,Very unfavorable,US,0.6416734097668113,2.0,1.0,4.0,
Satisfied,Very favorable,Very favorable,US,0.9046543154089473,2.0,1.0,1.0,
Dissatisfied,Very favorable,Very favorable,US,1.367500709339106,5.0,1.0,1.0,
Satisfied,Very favorable,Somewhat favorable,US,1.2412698746308808,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.610115701089755,2.0,1.0,3.0,
Satisfied,Very favorable,Somewhat favorable,US,0.7679042444750365,2.0,1.0,2.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.5680387561870133,2.0,1.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,0.7258272995722947,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,US,1.10451980369697,5.0,2.0,3.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.7153080633466093,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,2.103847245137086,5.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,US,2.261635788522368,2.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,0.4523271577044735,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,US,1.367500709339106,5.0,2.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.462846393930159,5.0,1.0,3.0,
Satisfied,Very favorable,Somewhat unfavorable,US,0.610115701089755,2.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Don’t know,US,1.5884046700785002,5.0,2.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,US,0.5049233388329006,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,2.0196933553316025,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,US,1.935539465526119,5.0,1.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,US,1.5042507802730167,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,US,0.4523271577044735,5.0,2.0,2.0,
Dissatisfied,Very favorable,Don’t know,US,0.8099811893777783,5.0,1.0,,
Dissatisfied,Very favorable,Don’t know,US,0.5049233388329006,5.0,1.0,,
